Date,Open,High,Low,Close,Adj Close,Volume
2020-08-05,79.419998,79.629997,79.279999,79.440002,76.156944,2652800
2020-08-06,79.209999,79.760002,79.070000,79.720001,76.425362,4961400
2020-08-07,79.190002,79.459999,78.870003,79.360001,76.080246,4791100
2020-08-10,79.489998,79.620003,79.010002,79.559998,76.271973,1113700
2020-08-11,80.160004,80.250000,79.120003,79.279999,76.003555,3092900
2020-08-12,80.139999,80.730003,80.139999,80.529999,77.201889,1063700
2020-08-13,80.449997,80.669998,80.099998,80.360001,77.038925,2716000
2020-08-14,80.110001,80.309998,79.959999,80.180000,76.866348,976100
2020-08-17,80.559998,80.779999,80.510002,80.760002,77.422394,3984200
2020-08-18,80.919998,81.070000,80.449997,80.849998,77.508675,930600
2020-08-19,80.930000,81.050003,80.330002,80.410004,77.086845,1854600
2020-08-20,79.690002,80.610001,79.680000,80.489998,77.163544,2487300
2020-08-21,80.169998,80.680000,80.110001,80.620003,77.288170,8077800
2020-08-24,81.470001,81.519997,81.129997,81.480003,78.112640,4682900
2020-08-25,81.629997,81.800003,81.330002,81.800003,78.419418,1400200
2020-08-26,81.820000,82.489998,81.790001,82.470001,79.061722,4648200
2020-08-27,82.599998,82.660004,81.860001,82.220001,78.822052,2263500
2020-08-28,82.599998,82.879997,82.360001,82.849998,79.426018,2744400
2020-08-31,82.559998,82.760002,82.250000,82.349998,78.946678,2273800
2020-09-01,82.610001,83.089996,82.419998,83.059998,79.627335,3436600
2020-09-02,83.550003,84.120003,83.099998,84.010002,80.538078,1787800
2020-09-03,83.550003,83.589996,80.959999,81.449997,78.083862,3526500
2020-09-04,81.669998,81.980003,79.330002,81.050003,77.700409,3416800
2020-09-08,79.639999,80.120003,79.129997,79.150002,75.878929,2485700
2020-09-09,80.300003,81.160004,80.080002,80.699997,77.364868,3072700
2020-09-10,81.120003,81.300003,79.349998,79.510002,76.224045,2213000
2020-09-11,80.169998,80.400002,79.220001,79.800003,76.502075,3274900
2020-09-14,80.620003,81.110001,80.480003,80.779999,77.441566,2086900
2020-09-15,81.570000,81.690002,81.099998,81.320000,77.959251,2183600
2020-09-16,81.660004,81.940002,81.050003,81.099998,77.748337,1910300
2020-09-17,80.010002,80.889999,79.970001,80.660004,77.326523,1413500
